ID,Text,Target_1
2741,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam
2742,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,ham
2743,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,ham
2744,"Tick, tick, tick ... Babe",ham
2745,R �_ going 4 today's meeting?,ham
2746,K da:)how many page you want?,ham
2747,Ya had just now.onion roast.,ham
2748,Send his number and give reply tomorrow morning for why you said that to him like that ok,ham
2749,You said not now. No problem. When you can. Let me know.,ham
2750,Ok but tell me half an hr b4 u come i need 2 prepare.,ham
2751,Play w computer? Aiyah i tok 2 u lor?,ham
2752,Sat right? Okay thanks... ,ham
2753,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",ham
2754,Ok Chinese food on its way. When I get fat you're paying for my lipo.,ham
2755,We r outside already.,ham
2756,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,ham
2757,Yo we are watching a movie on netflix,ham
2758,What time. I���m out until prob 3 or so,ham
2759,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",ham
2760,I dont thnk its a wrong calling between us,ham
2761,I am not sure about night menu. . . I know only about noon menu,ham
2762,ARR birthday today:) i wish him to get more oscar.,ham
2763,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham
2764,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",ham
2765, and  picking them up from various points,ham
2766,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,spam
2767,Wow v v impressed. Have funs shopping!,ham
2768,I am on the way to ur home,ham
2769,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,spam
2770,No problem. Talk to you later,ham
2771,Then ur sis how?,ham
2772,Still in customer place,ham
2773,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,spam
2774,"Dude u knw also telugu..thts gud..k, gud nyt..",ham
2775,We confirm eating at esplanade?,ham
2776,Send me your id and password,ham
2777,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,ham
2778,"For ur chance to win a ��250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",spam
2779,Well I might not come then...,ham
2780,Long after I quit. I get on only like 5 minutes a day as it is.,ham
2781,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,ham
2782,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,ham
2783,"Just arrived, see you in a couple days &lt;3",ham
2784,"K, wat s tht incident?",ham
2785,Yeah get the unlimited,ham
2786,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,ham
2787,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",ham
2788,�� got wat to buy tell us then �_ no need to come in again.,ham
2789,When you are big..| God will bring success.,ham
2790,U�۪ve Bin Awarded ��50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min ��50-��500. OptOut 08718727870,spam
2791,"��_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham""",ham
2792,Not from this campus. Are you in the library?,ham
2793,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",ham
2794,How will I creep on you now? ;_;,ham
2795,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,ham
2796,If I get there before you after your ten billion calls and texts so help me god,ham
2797,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,ham
2798,I've told him that i've returned it. That should i re order it.,ham
2799,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",ham
2800,Depends on where u going lor.,ham
2801,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,ham
2802,FreeMsg>FAV XMAS TONES!Reply REAL,spam
2803,Lil fever:) now fine:),ham
2804,I think it's all still in my car,ham
2805,Can a not?,ham
2806,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,spam
2807,Yes princess! I want to catch you with my big strong hands...,ham
2808,Oh yeah I forgot. U can only take 2 out shopping at once.,ham
2809,Mm so you asked me not to call radio,ham
2810,Thinkin about someone is all good. No drugs for that,ham
2811,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham
2812,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",ham
2813,"Alright if you're sure, let me know when you're leaving",ham
2814,Some are lasting as much as 2 hours. You might get lucky.,ham
2815,Genius what's up. How your brother. Pls send his number to my skype.,ham
2816,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",spam
2817,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,ham
2818,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,ham
2819,INTERFLORA - ��It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,spam
2820,Oh god..taken the teeth?is it paining,ham
2821,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,spam
2822,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,ham
2823,No need to buy lunch for me.. I eat maggi mee..,ham
2824,"Congratulations - Thanks to a good friend U have WON the ��2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",spam
2825,Ok lor...,ham
2826,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",ham
2827,Wife.how she knew the time of murder exactly,ham
2828,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,spam
2829,Howz that persons story,ham
2830,Thanx 4 sending me home...,ham
2831,Its normally hot mail. Com you see!,ham
2832,"You've won tkts to the EURO2004 CUP FINAL or ��800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",spam
2833,U sick still can go shopping?,ham
2834,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",ham
2835,Nice.nice.how is it working?,ham
2836,1's reach home call me.,ham
2837,Were trying to find a Chinese food place around here,ham
2838,"Easy mate, * guess the quick drink was bit ambitious.",ham
2839,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,ham
2840,Ok thanx...,ham
2841,aathi..where are you dear..,ham
2842,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",ham
2843,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,ham
2844,Will be out of class in a few hours. Sorry,ham
2845,Wat time u finish ur lect today?,ham
2846,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",spam
2847,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham
2848,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",spam
2849,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,ham
2850,Are you going to wipro interview today?,ham
2851,how tall are you princess?,ham
2852,I doubt you could handle 5 times per night in any case...,ham
2853,Haha... Hope �_ can hear the receipt sound... Gd luck!,ham
2854,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,ham
2855,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",ham
2856,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,ham
2857,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,ham
2858,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",ham
2859,I want to be there so i can kiss you and feel you next to me,ham
2860,I am not at all happy with what you saying or doing,ham
2861,Adult 18 Content Your video will be with you shortly,spam
2862,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",ham
2863,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,ham
2864,He says hi and to get your ass back to south tampa (preferably at a kegger),ham
2865,Smith waste da.i wanna gayle.,ham
2866,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",ham
2867,"Aight, tomorrow around  &lt;#&gt;  it is",ham
2868,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham
2869,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",spam
2870,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,ham
2871,See you there! ,ham
2872,I dont understand your message.,ham
2873,Crucify is c not s. You should have told me earlier.,ham
2874,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",ham
2875,Fuck cedar key and fuck her (come over anyway tho),ham
2876,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,ham
2877,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",spam
2878,U still painting ur wall?,ham
2879,"Last Chance! Claim ur ��150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. ��3.00 Sub. 16",spam
